CMS Chronic Conditions Data Warehouse (CCW) Data Dictionary
Value Modifier Practice-Level RIF / Performance Year 2016
Version - August 2018
Variable Name	Variable Label (Short Description)	Long Description	Position	Format	Length	Notes
O_RATE_48PQRS_IEP_NEHR	Standardized score for PQRS 48 (IEP Non-eCQM)	Standardized performance score for PQRS 48 (IEP Non-eCQM) (Effective Clinical Care)	5717	Num	8	
O_RATE_48PQRS_QCDR_NEHR	Standardized score for PQRS 48 (QCDR Non-eCQM)	Standardized performance score for PQRS 48 (QCDR Non-eCQM) (Effective Clinical Care)	5718	Num	8	
O_RATE_48PQRS_REG	Standardized score for PQRS 48 (Registry)	Standardized performance score for PQRS 48 (Registry) (Effective Clinical Care)	5719	Num	8	
O_RATE_50PQRS_IEP_NEHR	Standardized score for PQRS 50 (IEP Non-eCQM)	Standardized performance score for PQRS 50 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5720	Num	8	
O_RATE_50PQRS_QCDR_NEHR	Standardized score for PQRS 50 (QCDR Non-eCQM)	Standardized performance score for PQRS 50 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5721	Num	8	
O_RATE_50PQRS_REG	Standardized score for PQRS 50 (Registry)	Standardized performance score for PQRS 50 (Registry) (Person and Caregiver-Centered Experience and Outcomes)	5722	Num	8	
O_RATE_51PQRS_IEP_NEHR	Standardized score for PQRS 51 (IEP Non-eCQM)	Standardized performance score for PQRS 51 (IEP Non-eCQM) (Effective Clinical Care)	5723	Num	8	
O_RATE_51PQRS_REG	Standardized score for PQRS 51 (Registry)	Standardized performance score for PQRS 51 (Registry) (Effective Clinical Care)	5724	Num	8	
O_RATE_52PQRS_IEP_NEHR	Standardized score for PQRS 52 (IEP Non-eCQM)	Standardized performance score for PQRS 52 (IEP Non-eCQM) (Effective Clinical Care)	5725	Num	8	
O_RATE_52PQRS_REG	Standardized score for PQRS 52 (Registry)	Standardized performance score for PQRS 52 (Registry) (Effective Clinical Care)	5726	Num	8	
O_RATE_53PQRS_IEP_NEHR	Standardized score for PQRS 53 (IEP Non-eCQM)	Standardized performance score for PQRS 53 (IEP Non-eCQM) (Effective Clinical Care)	5727	Num	8	
O_RATE_53PQRS_REG	Standardized score for PQRS 53 (Registry)	Standardized performance score for PQRS 53 (Registry) (Effective Clinical Care)	5728	Num	8	
O_RATE_54PQRS_IEP_NEHR	Standardized score for PQRS 54 (IEP Non-eCQM)	Standardized performance score for PQRS 54 (IEP Non-eCQM) (Effective Clinical Care)	5729	Num	8	
O_RATE_54PQRS_QCDR_NEHR	Standardized score for PQRS 54 (QCDR Non-eCQM)	Standardized performance score for PQRS 54 (QCDR Non-eCQM) (Effective Clinical Care)	5730	Num	8	
O_RATE_54PQRS_REG	Standardized score for PQRS 54 (Registry)	Standardized performance score for PQRS 54 (Registry) (Effective Clinical Care)	5731	Num	8	
O_RATE_5PQRS_EHR	Standardized score for PQRS 5 (EHR)	Standardized performance score for PQRS 5 (EHR) (Effective Clinical Care)	5732	Num	8	
O_RATE_5PQRS_IEP_EHR	Standardized score for PQRS 5 (IEP eCQM)	Standardized performance score for PQRS 5 (IEP eCQM) (Effective Clinical Care)	5733	Num	8	
O_RATE_5PQRS_IEP_NEHR	Standardized score for PQRS 5 (IEP Non-eCQM)	Standardized performance score for PQRS 5 (IEP Non-eCQM) (Effective Clinical Care)	5734	Num	8	
O_RATE_5PQRS_QCDR_NEHR	Standardized score for PQRS 5 (QCDR Non-eCQM)	Standardized performance score for PQRS 5 (QCDR Non-eCQM) (Effective Clinical Care)	5735	Num	8	
O_RATE_5PQRS_REG	Standardized score for PQRS 5 (Registry)	Standardized performance score for PQRS 5 (Registry) (Effective Clinical Care)	5736	Num	8	
O_RATE_65PQRS_EHR	Standardized score for PQRS 65 (EHR)	Standardized performance score for PQRS 65 (EHR) (Efficiency and Cost Reduction)	5737	Num	8	
O_RATE_65PQRS_IEP_EHR	Standardized score for PQRS 65 (IEP eCQM)	Standardized performance score for PQRS 65 (IEP eCQM) (Efficiency and Cost Reduction)	5738	Num	8	
O_RATE_65PQRS_IEP_NEHR	Standardized score for PQRS 65 (IEP Non-eCQM)	Standardized performance score for PQRS 65 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5739	Num	8	
O_RATE_65PQRS_QCDR_EHR	Standardized score for PQRS 65 (QCDR eCQM)	Standardized performance score for PQRS 65 (QCDR eCQM) (Efficiency and Cost Reduction)	5740	Num	8	
O_RATE_65PQRS_QCDR_NEHR	Standardized score for PQRS 65 (QCDR Non-eCQM)	Standardized performance score for PQRS 65 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5741	Num	8	
O_RATE_65PQRS_REG	Standardized score for PQRS 65 (Registry)	Standardized performance score for PQRS 65 (Registry) (Efficiency and Cost Reduction)	5742	Num	8	
O_RATE_66PQRS_EHR	Standardized score for PQRS 66 (EHR)	Standardized performance score for PQRS 66 (EHR) (Efficiency and Cost Reduction)	5743	Num	8	
O_RATE_66PQRS_IEP_EHR	Standardized score for PQRS 66 (IEP eCQM)	Standardized performance score for PQRS 66 (IEP eCQM) (Efficiency and Cost Reduction)	5744	Num	8	
O_RATE_66PQRS_IEP_NEHR	Standardized score for PQRS 66 (IEP Non-eCQM)	Standardized performance score for PQRS 66 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5745	Num	8	
O_RATE_66PQRS_QCDR_EHR	Standardized score for PQRS 66 (QCDR eCQM)	Standardized performance score for PQRS 66 (QCDR eCQM) (Efficiency and Cost Reduction)	5746	Num	8	
O_RATE_66PQRS_QCDR_NEHR	Standardized score for PQRS 66 (QCDR Non-eCQM)	Standardized performance score for PQRS 66 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5747	Num	8	
O_RATE_66PQRS_REG	Standardized score for PQRS 66 (Registry)	Standardized performance score for PQRS 66 (Registry) (Efficiency and Cost Reduction)	5748	Num	8	
O_RATE_67PQRS_IEP_NEHR	Standardized score for PQRS 67 (IEP Non-eCQM)	Standardized performance score for PQRS 67 (IEP Non-eCQM) (Effective Clinical Care)	5749	Num	8	
O_RATE_67PQRS_REG	Standardized score for PQRS 67 (Registry)	Standardized performance score for PQRS 67 (Registry) (Effective Clinical Care)	5750	Num	8	
O_RATE_68PQRS_IEP_NEHR	Standardized score for PQRS 68 (IEP Non-eCQM)	Standardized performance score for PQRS 68 (IEP Non-eCQM) (Effective Clinical Care)	5751	Num	8	
O_RATE_68PQRS_REG	Standardized score for PQRS 68 (Registry)	Standardized performance score for PQRS 68 (Registry) (Effective Clinical Care)	5752	Num	8	
O_RATE_69PQRS_IEP_NEHR	Standardized score for PQRS 69 (IEP Non-eCQM)	Standardized performance score for PQRS 69 (IEP Non-eCQM) (Effective Clinical Care)	5753	Num	8	
O_RATE_69PQRS_REG	Standardized score for PQRS 69 (Registry)	Standardized performance score for PQRS 69 (Registry) (Effective Clinical Care)	5754	Num	8	
O_RATE_6PQRS_IEP_NEHR	Standardized score for PQRS 6 (IEP Non-eCQM)	Standardized performance score for PQRS 6 (IEP Non-eCQM) (Effective Clinical Care)	5755	Num	8	
O_RATE_6PQRS_QCDR_NEHR	Standardized score for PQRS 6 (QCDR Non-eCQM)	Standardized performance score for PQRS 6 (QCDR Non-eCQM) (Effective Clinical Care)	5756	Num	8	
O_RATE_6PQRS_REG	Standardized score for PQRS 6 (Registry)	Standardized performance score for PQRS 6 (Registry) (Effective Clinical Care)	5757	Num	8	
O_RATE_70PQRS_IEP_NEHR	Standardized score for PQRS 70 (IEP Non-eCQM)	Standardized performance score for PQRS 70 (IEP Non-eCQM) (Effective Clinical Care)	5758	Num	8	
O_RATE_70PQRS_REG	Standardized score for PQRS 70 (Registry)	Standardized performance score for PQRS 70 (Registry) (Effective Clinical Care)	5759	Num	8	
O_RATE_71PQRS_EHR	Standardized score for PQRS 71 (EHR)	Standardized performance score for PQRS 71 (EHR) (Effective Clinical Care)	5760	Num	8	
O_RATE_71PQRS_IEP_EHR	Standardized score for PQRS 71 (IEP eCQM)	Standardized performance score for PQRS 71 (IEP eCQM) (Effective Clinical Care)	5761	Num	8	
O_RATE_71PQRS_IEP_NEHR	Standardized score for PQRS 71 (IEP Non-eCQM)	Standardized performance score for PQRS 71 (IEP Non-eCQM) (Effective Clinical Care)	5762	Num	8	
O_RATE_71PQRS_REG	Standardized score for PQRS 71 (Registry)	Standardized performance score for PQRS 71 (Registry) (Effective Clinical Care)	5763	Num	8	
O_RATE_72PQRS_EHR	Standardized score for PQRS 72 (EHR)	Standardized performance score for PQRS 72 (EHR) (Effective Clinical Care)	5764	Num	8	
O_RATE_72PQRS_IEP_EHR	Standardized score for PQRS 72 (IEP eCQM)	Standardized performance score for PQRS 72 (IEP eCQM) (Effective Clinical Care)	5765	Num	8	
O_RATE_72PQRS_IEP_NEHR	Standardized score for PQRS 72 (IEP Non-eCQM)	Standardized performance score for PQRS 72 (IEP Non-eCQM) (Effective Clinical Care)	5766	Num	8	
O_RATE_72PQRS_REG	Standardized score for PQRS 72 (Registry)	Standardized performance score for PQRS 72 (Registry) (Effective Clinical Care)	5767	Num	8	
O_RATE_76PQRS_IEP_NEHR	Standardized score for PQRS 76 (IEP Non-eCQM)	Standardized performance score for PQRS 76 (IEP Non-eCQM) (Patient Safety)	5768	Num	8	
O_RATE_76PQRS_QCDR_NEHR	Standardized score for PQRS 76 (QCDR Non-eCQM)	Standardized performance score for PQRS 76 (QCDR Non-eCQM) (Patient Safety)	5769	Num	8	
O_RATE_76PQRS_REG	Standardized score for PQRS 76 (Registry)	Standardized performance score for PQRS 76 (Registry) (Patient Safety)	5770	Num	8	
O_RATE_7PQRS_EHR	Standardized score for PQRS 7 (EHR)	Standardized performance score for PQRS 7 (EHR) (Effective Clinical Care)	5771	Num	8	
O_RATE_7PQRS_IEP_EHR	Standardized score for PQRS 7 (IEP eCQM)	Standardized performance score for PQRS 7 (IEP eCQM) (Effective Clinical Care)	5772	Num	8	
O_RATE_7PQRS_IEP_NEHR	Standardized score for PQRS 7 (IEP Non-eCQM)	Standardized performance score for PQRS 7 (IEP Non-eCQM) (Effective Clinical Care)	5773	Num	8	
O_RATE_7PQRS_QCDR_EHR	Standardized score for PQRS 7 (QCDR eCQM)	Standardized performance score for PQRS 7 (QCDR eCQM) (Effective Clinical Care)	5774	Num	8	
O_RATE_7PQRS_REG	Standardized score for PQRS 7 (Registry)	Standardized performance score for PQRS 7 (Registry) (Effective Clinical Care)	5775	Num	8	
O_RATE_84PQRS_IEP_NEHR	Standardized score for PQRS 84 (IEP Non-eCQM)	Standardized performance score for PQRS 84 (IEP Non-eCQM) (Effective Clinical Care)	5776	Num	8	
O_RATE_85PQRS_IEP_NEHR	Standardized score for PQRS 85 (IEP Non-eCQM)	Standardized performance score for PQRS 85 (IEP Non-eCQM) (Effective Clinical Care)	5777	Num	8	
O_RATE_87PQRS_IEP_NEHR	Standardized score for PQRS 87 (IEP Non-eCQM)	Standardized performance score for PQRS 87 (IEP Non-eCQM) (Effective Clinical Care)	5778	Num	8	
O_RATE_8PQRS_EHR	Standardized score for PQRS 8 (EHR)	Standardized performance score for PQRS 8 (EHR) (Effective Clinical Care)	5779	Num	8	
O_RATE_8PQRS_IEP_EHR	Standardized score for PQRS 8 (IEP eCQM)	Standardized performance score for PQRS 8 (IEP eCQM) (Effective Clinical Care)	5780	Num	8	
O_RATE_8PQRS_IEP_NEHR	Standardized score for PQRS 8 (IEP Non-eCQM)	Standardized performance score for PQRS 8 (IEP Non-eCQM) (Effective Clinical Care)	5781	Num	8	
O_RATE_8PQRS_QCDR_NEHR	Standardized score for PQRS 8 (QCDR Non-eCQM)	Standardized performance score for PQRS 8 (QCDR Non-eCQM) (Effective Clinical Care)	5782	Num	8	
O_RATE_8PQRS_REG	Standardized score for PQRS 8 (Registry)	Standardized performance score for PQRS 8 (Registry) (Effective Clinical Care)	5783	Num	8	
O_RATE_91PQRS_IEP_NEHR	Standardized score for PQRS 91 (IEP Non-eCQM)	Standardized performance score for PQRS 91 (IEP Non-eCQM) (Effective Clinical Care)	5784	Num	8	
O_RATE_91PQRS_QCDR_NEHR	Standardized score for PQRS 91 (QCDR Non-eCQM)	Standardized performance score for PQRS 91 (QCDR Non-eCQM) (Effective Clinical Care)	5785	Num	8	
O_RATE_91PQRS_REG	Standardized score for PQRS 91 (Registry)	Standardized performance score for PQRS 91 (Registry) (Effective Clinical Care)	5786	Num	8	
O_RATE_93PQRS_IEP_NEHR	Standardized score for PQRS 93 (IEP Non-eCQM)	Standardized performance score for PQRS 93 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5787	Num	8	
O_RATE_93PQRS_QCDR_NEHR	Standardized score for PQRS 93 (QCDR Non-eCQM)	Standardized performance score for PQRS 93 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5788	Num	8	
O_RATE_93PQRS_REG	Standardized score for PQRS 93 (Registry)	Standardized performance score for PQRS 93 (Registry) (Efficiency and Cost Reduction)	5789	Num	8	
O_RATE_99PQRS_IEP_NEHR	Standardized score for PQRS 99 (IEP Non-eCQM)	Standardized performance score for PQRS 99 (IEP Non-eCQM) (Effective Clinical Care)	5790	Num	8	
O_RATE_99PQRS_REG	Standardized score for PQRS 99 (Registry)	Standardized performance score for PQRS 99 (Registry) (Effective Clinical Care)	5791	Num	8	
O_RATE_9PQRS_EHR	Standardized score for PQRS 9 (EHR)	Standardized performance score for PQRS 9 (EHR) (Effective Clinical Care)	5792	Num	8	
O_RATE_9PQRS_IEP_EHR	Standardized score for PQRS 9 (IEP eCQM)	Standardized performance score for PQRS 9 (IEP eCQM) (Effective Clinical Care)	5793	Num	8	
O_RATE_AAAAI10PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 10 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 10 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5794	Num	8	
O_RATE_AAAAI11PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 11 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 11 (IEP Non-eCQM) (Effective Clinical Care)	5795	Num	8	
O_RATE_AAAAI12PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 12 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 12 (IEP Non-eCQM) (Effective Clinical Care)	5796	Num	8	
O_RATE_AAAAI14PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 14 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 14 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5797	Num	8	
O_RATE_AAAAI17PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 17 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 17 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5798	Num	8	
O_RATE_AAAAI18PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 18 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 18 (IEP Non-eCQM) (Communication and Care Coordination)	5799	Num	8	
O_RATE_AAAAI2PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 2 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 2 (IEP Non-eCQM) (Effective Clinical Care)	5800	Num	8	
O_RATE_AAAAI5PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 5 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 5 (IEP Non-eCQM) (Patient Safety)	5801	Num	8	
O_RATE_AAAAI6PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 6 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 6 (IEP Non-eCQM) (Communication and Care Coordination)	5802	Num	8	
O_RATE_AAAAI7PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 7 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 7 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5803	Num	8	
O_RATE_AAAAI8PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 8 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 8 (IEP Non-eCQM) (Effective Clinical Care)	5804	Num	8	
O_RATE_AAAAI9PQRS_IEP_NEHR	Standardized score for PQRS AAAAI 9 (IEP Non-eCQM)	Standardized performance score for PQRS AAAAI 9 (IEP Non-eCQM) (Patient Safety)	5805	Num	8	
O_RATE_AAN1PQRS_IEP_NEHR	Standardized score for PQRS AAN 1 (IEP Non-eCQM)	Standardized performance score for PQRS AAN 1 (IEP Non-eCQM) (Effective Clinical Care)	5806	Num	8	
O_RATE_AAN2PQRS_IEP_NEHR	Standardized score for PQRS AAN 2 (IEP Non-eCQM)	Standardized performance score for PQRS AAN 2 (IEP Non-eCQM) (Community/Population Health)	5807	Num	8	
O_RATE_AAN3PQRS_IEP_NEHR	Standardized score for PQRS AAN 3 (IEP Non-eCQM)	Standardized performance score for PQRS AAN 3 (IEP Non-eCQM) (Effective Clinical Care)	5808	Num	8	
O_RATE_AAN4PQRS_IEP_NEHR	Standardized score for PQRS AAN 4 (IEP Non-eCQM)	Standardized performance score for PQRS AAN 4 (IEP Non-eCQM) (Effective Clinical Care)	5809	Num	8	
O_RATE_AAN5PQRS_IEP_NEHR	Standardized score for PQRS AAN 5 (IEP Non-eCQM)	Standardized performance score for PQRS AAN 5 (IEP Non-eCQM) (Effective Clinical Care)	5810	Num	8	
O_RATE_AAN6PQRS_IEP_NEHR	Standardized score for PQRS AAN 6 (IEP Non-eCQM)	Standardized performance score for PQRS AAN 6 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5811	Num	8	
O_RATE_AAN8PQRS_IEP_NEHR	Standardized score for PQRS AAN 8 (IEP Non-eCQM)	Standardized performance score for PQRS AAN 8 (IEP Non-eCQM) (Community/Population Health)	5812	Num	8	
O_RATE_ABG10PQRS_IEP_NEHR	Standardized score for PQRS ABG 10 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 10 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5813	Num	8	
O_RATE_ABG10PQRS_QCDR_NEHR	Standardized score for PQRS ABG 10 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 10 (QCDR Non-eCQM) (Efficiency and Cost Reduction)	5814	Num	8	
O_RATE_ABG11PQRS_IEP_NEHR	Standardized score for PQRS ABG 11 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 11 (IEP Non-eCQM) (Patient Safety)	5815	Num	8	
O_RATE_ABG11PQRS_QCDR_NEHR	Standardized score for PQRS ABG 11 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 11 (QCDR Non-eCQM) (Patient Safety)	5816	Num	8	
O_RATE_ABG12PQRS_IEP_NEHR	Standardized score for PQRS ABG 12 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 12 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5817	Num	8	
O_RATE_ABG12PQRS_QCDR_NEHR	Standardized score for PQRS ABG 12 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 12 (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5818	Num	8	
O_RATE_ABG13PQRS_IEP_NEHR	Standardized score for PQRS ABG 13 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 13 (IEP Non-eCQM) (Patient Safety)	5819	Num	8	
O_RATE_ABG14PQRS_IEP_NEHR	Standardized score for PQRS ABG 14 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 14 (IEP Non-eCQM) (Patient Safety)	5820	Num	8	
O_RATE_ABG14PQRS_QCDR_NEHR	Standardized score for PQRS ABG 14 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 14 (QCDR Non-eCQM) (Patient Safety)	5821	Num	8	
O_RATE_ABG15PQRS_IEP_NEHR	Standardized score for PQRS ABG 15 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 15 (IEP Non-eCQM) (Patient Safety)	5822	Num	8	
O_RATE_ABG16PQRS_IEP_NEHR	Standardized score for PQRS ABG 16 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 16 (IEP Non-eCQM) (Effective Clinical Care)	5823	Num	8	
O_RATE_ABG16PQRS_QCDR_NEHR	Standardized score for PQRS ABG 16 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 16 (QCDR Non-eCQM) (Effective Clinical Care)	5824	Num	8	
O_RATE_ABG17PQRS_IEP_NEHR	Standardized score for PQRS ABG 17 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 17 (IEP Non-eCQM) (Patient Safety)	5825	Num	8	
O_RATE_ABG17PQRS_QCDR_NEHR	Standardized score for PQRS ABG 17 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 17 (QCDR Non-eCQM) (Patient Safety)	5826	Num	8	
O_RATE_ABG18PQRS_IEP_NEHR	Standardized score for PQRS ABG 18 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 18 (IEP Non-eCQM) (Communication and Care Coordination)	5827	Num	8	
O_RATE_ABG18PQRS_QCDR_NEHR	Standardized score for PQRS ABG 18 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 18 (QCDR Non-eCQM) (Communication and Care Coordination)	5828	Num	8	
O_RATE_ABG19PQRS_IEP_NEHR	Standardized score for PQRS ABG 19 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 19 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5829	Num	8	
O_RATE_ABG1PQRS_IEP_NEHR	Standardized score for PQRS ABG 1 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 1 (IEP Non-eCQM) (Effective Clinical Care)	5830	Num	8	
O_RATE_ABG1PQRS_QCDR_NEHR	Standardized score for PQRS ABG 1 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 1 (QCDR Non-eCQM) (Effective Clinical Care)	5831	Num	8	
O_RATE_ABG20PQRS_IEP_NEHR	Standardized score for PQRS ABG 20 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 20 (IEP Non-eCQM) (Efficiency and Cost Reduction)	5832	Num	8	
O_RATE_ABG21PQRS_IEP_NEHR	Standardized score for PQRS ABG 21 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 21 (IEP Non-eCQM) (Effective Clinical Care)	5833	Num	8	
O_RATE_ABG21PQRS_QCDR_NEHR	Standardized score for PQRS ABG 21 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 21 (QCDR Non-eCQM) (Effective Clinical Care)	5834	Num	8	
O_RATE_ABG23PQRS_IEP_NEHR	Standardized score for PQRS ABG 23 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 23 (IEP Non-eCQM) (Patient Safety)	5835	Num	8	
O_RATE_ABG23PQRS_QCDR_NEHR	Standardized score for PQRS ABG 23 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 23 (QCDR Non-eCQM) (Patient Safety)	5836	Num	8	
O_RATE_ABG24PQRS_IEP_NEHR	Standardized score for PQRS ABG 24 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 24 (IEP Non-eCQM) (Patient Safety)	5837	Num	8	
O_RATE_ABG24PQRS_QCDR_NEHR	Standardized score for PQRS ABG 24 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 24 (QCDR Non-eCQM) (Patient Safety)	5838	Num	8	
O_RATE_ABG25PQRS_IEP_NEHR	Standardized score for PQRS ABG 25 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 25 (IEP Non-eCQM) (Patient Safety)	5839	Num	8	
O_RATE_ABG25PQRS_QCDR_NEHR	Standardized score for PQRS ABG 25 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 25 (QCDR Non-eCQM) (Patient Safety)	5840	Num	8	
O_RATE_ABG26PQRS_IEP_NEHR	Standardized score for PQRS ABG 26 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 26 (IEP Non-eCQM) (Patient Safety)	5841	Num	8	
O_RATE_ABG26PQRS_QCDR_NEHR	Standardized score for PQRS ABG 26 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 26 (QCDR Non-eCQM) (Patient Safety)	5842	Num	8	
O_RATE_ABG27PQRS_IEP_NEHR	Standardized score for PQRS ABG 27 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 27 (IEP Non-eCQM) (Patient Safety)	5843	Num	8	
O_RATE_ABG27PQRS_QCDR_NEHR	Standardized score for PQRS ABG 27 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 27 (QCDR Non-eCQM) (Patient Safety)	5844	Num	8	
O_RATE_ABG2PQRS_IEP_NEHR	Standardized score for PQRS ABG 2 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 2 (IEP Non-eCQM) (Patient Safety)	5845	Num	8	
O_RATE_ABG2PQRS_QCDR_NEHR	Standardized score for PQRS ABG 2 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 2 (QCDR Non-eCQM) (Patient Safety)	5846	Num	8	
O_RATE_ABG3PQRS_IEP_NEHR	Standardized score for PQRS ABG 3 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 3 (IEP Non-eCQM) (Patient Safety)	5847	Num	8	
O_RATE_ABG3PQRS_QCDR_NEHR	Standardized score for PQRS ABG 3 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 3 (QCDR Non-eCQM) (Patient Safety)	5848	Num	8	
O_RATE_ABG4PQRS_IEP_NEHR	Standardized score for PQRS ABG 4 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 4 (IEP Non-eCQM) (Patient Safety)	5849	Num	8	
O_RATE_ABG4PQRS_QCDR_NEHR	Standardized score for PQRS ABG 4 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 4 (QCDR Non-eCQM) (Patient Safety)	5850	Num	8	
O_RATE_ABG5PQRS_IEP_NEHR	Standardized score for PQRS ABG 5 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 5 (IEP Non-eCQM) (Patient Safety)	5851	Num	8	
O_RATE_ABG6PQRS_IEP_NEHR	Standardized score for PQRS ABG 6 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 6 (IEP Non-eCQM) (Effective Clinical Care)	5852	Num	8	
O_RATE_ABG7PQRS_IEP_NEHR	Standardized score for PQRS ABG 7 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 7 (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	5853	Num	8	
O_RATE_ABG8PQRS_IEP_NEHR	Standardized score for PQRS ABG 8 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 8 (IEP Non-eCQM) (Communication and Care Coordination)	5854	Num	8	
O_RATE_ABG9PQRS_IEP_NEHR	Standardized score for PQRS ABG 9 (IEP Non-eCQM)	Standardized performance score for PQRS ABG 9 (IEP Non-eCQM) (Patient Safety)	5855	Num	8	
O_RATE_ABG9PQRS_QCDR_NEHR	Standardized score for PQRS ABG 9 (QCDR Non-eCQM)	Standardized performance score for PQRS ABG 9 (QCDR Non-eCQM) (Patient Safety)	5856	Num	8	
O_RATE_ACCPIN1PQRS_IEP_NEHR	Standardized score for PQRS ACCPin 1 (IEP Non-eCQM)	Standardized performance score for PQRS ACCPin 1 (IEP Non-eCQM) (Effective Clinical Care)	5857	Num	8	
O_RATE_ACCPIN1PQRS_QCDR_NEHR	Standardized score for PQRS ACCPin 1 (QCDR Non-eCQM)	Standardized performance score for PQRS ACCPin 1 (QCDR Non-eCQM) (Effective Clinical Care)	5858	Num	8	
O_RATE_ACCPIN2PQRS_IEP_NEHR	Standardized score for PQRS ACCPin 2 (IEP Non-eCQM)	Standardized performance score for PQRS ACCPin 2 (IEP Non-eCQM) (Effective Clinical Care)	5859	Num	8	
